freGHz,amplitude
2.4,-49.594147
2.401,-49.50595
2.4019999999999997,-49.483242
2.403,-49.597675
2.404,-49.45403
2.405,-49.7513
2.4059999999999997,-49.501602
2.407,-49.39117
2.408,-49.29685
2.409,-49.13412
2.4099999999999997,-49.275726
2.411,-49.2361
2.412,-48.88957
2.413,-49.193066
2.4139999999999997,-49.074444
2.415,-49.17183
2.416,-48.86798
2.417,-48.934055
2.4179999999999997,-48.76588
2.419,-48.777813
2.42,-48.939228
2.421,-48.952347
2.4219999999999997,-48.666687
2.423,-48.808964
2.424,-48.748234
2.425,-48.583485
2.4259999999999997,-48.73328
2.427,-48.679134
2.428,-48.408432
2.429,-48.421436
2.4299999999999997,-48.354687
2.431,-48.257442
2.432,-48.31477
2.433,-48.373825
2.4339999999999997,-48.470562
2.435,-48.280643
2.436,-48.194702
2.437,-48.17456
2.4379999999999997,-47.902283
2.439,-48.048206
2.44,-48.125046
2.441,-47.9593
2.4419999999999997,-48.127045
2.443,-47.64148
2.444,-47.920856
2.445,-47.74788
2.4459999999999997,-47.659912
2.447,-47.682194
2.448,-47.76672
2.449,-47.718403
2.4499999999999997,-47.49629
2.451,-47.387104
2.452,-47.35024
2.453,-47.43454
2.4539999999999997,-47.324978
2.455,-47.356075
2.456,-47.227512
2.457,-47.44122
2.4579999999999997,-47.24997
2.459,-47.16927
2.46,-47.143887
2.461,-47.12913
2.4619999999999997,-47.12016
2.463,-47.044834
2.464,-47.011593
2.465,-46.849346
2.4659999999999997,-46.852634
2.467,-46.787586
2.468,-46.990726
2.469,-46.927746
2.4699999999999998,-46.74107
2.471,-46.72913
2.472,-46.694042
2.473,-46.57106
2.4739999999999998,-46.69507
2.475,-46.5426
2.476,-46.3701
2.477,-46.693237
2.4779999999999998,-46.46317
2.479,-46.362606
2.48,-46.37486
2.481,-46.204365
2.4819999999999998,-46.401062
2.483,-46.217777
2.484,-46.192974
2.485,-46.00894
2.4859999999999998,-46.342876
2.487,-46.323273
2.488,-46.093033
2.489,-46.094044
2.4899999999999998,-45.834198
2.491,-45.960194
2.492,-46.040913
2.493,-45.82091
2.4939999999999998,-45.946167
2.495,-45.88776
2.496,-45.740936
2.497,-45.785206
2.4979999999999998,-45.721268
2.499,-45.568913
2.5,-45.85106
2.501,-45.520496
2.502,-45.59802
2.503,-45.666046
2.504,-45.732525
2.505,-45.662647
2.506,-45.453045
2.507,-45.406696
2.508,-45.31604
2.509,-45.448284
2.51,-45.236313
2.511,-45.29976
2.512,-45.271923
2.513,-45.232075
2.514,-45.39947
2.515,-45.33253
2.516,-45.268265
2.517,-45.40559
2.518,-45.22379
2.519,-45.24068
2.52,-45.1671
2.521,-45.20543
2.522,-45.102528
2.523,-45.143993
2.524,-45.17624
2.525,-44.96591
2.526,-44.992542
2.527,-45.18366
2.528,-45.022114
2.529,-45.026905
2.53,-44.91743
2.531,-45.11549
2.532,-44.981617
2.533,-45.05138
2.534,-45.03541
2.535,-45.12209
2.536,-44.87933
2.537,-44.927933
2.538,-44.941177
2.539,-44.984478
2.54,-45.053772
2.541,-44.934795
2.542,-44.853973
2.543,-44.816772
2.544,-44.876858
2.545,-44.759293
2.546,-45.077312
2.547,-44.75418
2.548,-44.882305
2.549,-44.584778
2.55,-44.68608
2.551,-44.87495
2.552,-44.770798
2.553,-44.793377
2.554,-44.815735
2.5549999999999997,-44.775745
2.556,-44.750305
2.557,-44.738728
2.558,-44.758312
2.559,-44.669804
2.56,-44.64113
2.561,-44.534878
2.562,-44.726376
2.5629999999999997,-44.631397
2.564,-44.615448
2.565,-44.540634
2.566,-44.801937
2.567,-44.37434
2.568,-44.484818
2.569,-44.61076
2.57,-44.535465
2.5709999999999997,-44.534603
2.572,-44.75163
2.573,-44.610996
2.574,-44.579006
2.575,-44.569107
2.576,-44.536854
2.577,-44.464916
2.578,-44.332684
2.5789999999999997,-44.565884
2.58,-44.537647
2.581,-44.562733
2.582,-44.66942
2.583,-44.516712
2.584,-44.253643
2.585,-44.495045
2.586,-44.480083
2.5869999999999997,-44.577133
2.588,-44.566086
2.589,-44.50397
2.59,-44.405277
2.591,-44.369022
2.592,-44.30249
2.593,-44.49655
2.594,-44.415035
2.5949999999999998,-44.35651
2.596,-44.329254
