freGHz,amplitude
2.647,-43.7153
2.648,-43.638783
2.649,-43.568512
2.65,-43.665512
2.651,-43.467834
2.652,-43.557236
2.653,-43.388676
2.654,-43.40099
2.655,-43.54326
2.656,-43.400116
2.657,-43.44546
2.658,-43.513134
2.659,-43.3169
2.66,-43.241207
2.661,-43.165127
2.662,-43.32738
2.663,-43.160767
2.664,-43.018253
2.665,-43.114838
2.666,-43.16647
2.667,-43.101273
2.668,-43.017757
2.669,-43.009464
2.67,-42.912792
2.671,-42.843357
2.672,-42.801697
2.673,-42.90587
2.674,-42.83543
2.675,-42.777195
2.676,-42.766186
2.677,-42.824383
2.678,-42.7124
2.679,-42.713856
2.68,-42.632915
2.681,-42.644394
2.682,-42.579815
2.683,-42.412796
2.684,-42.53735
2.685,-42.557583
2.686,-42.47123
2.687,-42.466022
2.688,-42.334873
2.689,-42.30354
2.69,-42.263596
2.691,-42.285187
2.692,-42.158237
2.693,-42.129147
2.694,-42.06589
2.695,-41.876354
2.696,-42.019108
2.697,-41.84027
2.698,-41.972942
2.699,-41.894203
2.7,-41.80443
2.701,-41.74088
2.702,-41.66601
2.703,-41.552578
2.7039999999999997,-41.514812
2.705,-41.477406
2.706,-41.441845
2.707,-41.571102
2.708,-41.349834
2.709,-41.282627
2.71,-41.11733
2.711,-41.228382
2.7119999999999997,-41.28921
2.713,-41.07364
2.714,-41.026127
2.715,-41.001057
2.716,-40.903515
2.717,-40.731434
2.718,-40.854473
2.719,-40.83452
2.7199999999999998,-40.599045
2.721,-40.525436
2.722,-40.54031
2.723,-40.565807
2.724,-40.440796
2.725,-40.278744
2.726,-40.331406
2.727,-40.283524
2.7279999999999998,-40.04774
2.729,-40.09163
2.73,-40.144215
2.731,-39.960682
2.732,-39.84892
2.733,-39.77063
2.734,-39.76762
2.735,-39.65504
2.7359999999999998,-39.668728
2.737,-39.579853
2.738,-39.494087
2.739,-39.40228
2.74,-39.36989
2.741,-39.226902
2.742,-39.170437
2.743,-39.043056
2.7439999999999998,-38.996098
2.745,-38.914337
2.746,-38.893375
2.747,-38.94322
2.748,-38.735676
2.749,-38.67345
2.75,-38.646374
2.751,-38.471676
2.752,-38.443623
2.753,-38.359085
2.754,-38.4092
2.755,-38.163246
2.7560000000000002,-38.1153
2.757,-38.121708
2.758,-38.001507
2.759,-37.953526
2.76,-37.853024
2.761,-37.71772
2.762,-37.663166
2.763,-37.681396
2.7640000000000002,-37.526978
2.765,-37.50856
2.766,-37.422268
2.767,-37.39214
2.768,-37.205105
2.769,-37.057636
2.77,-37.10689
2.771,-36.974316
2.7720000000000002,-36.95734
2.773,-36.84663
2.774,-36.70299
2.775,-36.68915
2.776,-36.55875
2.777,-36.497437
2.778,-36.469173
2.779,-36.342625
2.7800000000000002,-36.340084
2.781,-36.239365
2.782,-36.174694
2.783,-36.09607
2.784,-36.030716
2.785,-35.913746
2.786,-35.90746
2.787,-35.797474
2.788,-35.752853
2.789,-35.728252
2.79,-35.599926
2.791,-35.531315
2.792,-35.49149
2.793,-35.43742
2.794,-35.367294
2.795,-35.270016
2.796,-35.20944
2.797,-35.216522
2.798,-35.07867
2.799,-35.064686
2.8,-34.95503
2.801,-34.94081
2.802,-34.915863
2.803,-34.815628
2.804,-34.715214
2.805,-34.667904
2.806,-34.62595
2.807,-34.59312
2.808,-34.48412
2.809,-34.46658
2.81,-34.39989
2.811,-34.4003
2.812,-34.323452
2.813,-34.269093
2.814,-34.21534
2.815,-34.196224
2.816,-34.140553
2.817,-34.080883
2.818,-34.01829
2.819,-34.015217
2.82,-33.972836
2.821,-33.920258
2.822,-33.909603
2.823,-33.85789
2.824,-33.827816
2.825,-33.73997
2.826,-33.758457
2.827,-33.77406
2.828,-33.692257
2.829,-33.699787
2.83,-33.637928
2.831,-33.59265
2.832,-33.556683
2.833,-33.572865
2.834,-33.542896
2.835,-33.49623
2.836,-33.461414
2.837,-33.46616
2.838,-33.431362
2.839,-33.44474
2.84,-33.41146
2.841,-33.425976
2.842,-33.3998
2.843,-33.419186
2.844,-33.325115
2.845,-33.38744
2.846,-33.386044
2.847,-33.377472
2.848,-33.321285
2.849,-33.398373
2.85,-33.355007
2.851,-33.37647
2.852,-33.380077
2.853,-33.41922
2.854,-33.40392
2.855,-33.389145
2.856,-33.37737
2.857,-33.40237
2.858,-33.449764
2.859,-33.371754
2.86,-33.449238
2.861,-33.46783
2.862,-33.450146
2.863,-33.437702
2.864,-33.516846
2.865,-33.561565
2.866,-33.488964
2.867,-33.5817
2.868,-33.60547
2.869,-33.59367
2.87,-33.7236
2.871,-33.680225
2.872,-33.75009
2.873,-33.75005
2.874,-33.822796
2.875,-33.81084
2.876,-33.879955
2.877,-33.887157
2.878,-33.923985
2.879,-33.983833
2.88,-33.992737
2.8810000000000002,-34.00993
2.882,-34.111538
2.883,-34.133785
2.884,-34.11017
2.885,-34.17171
2.886,-34.26735
2.887,-34.311565
2.888,-34.303417
2.8890000000000002,-34.398106
2.89,-34.43298
2.891,-34.47372
2.892,-34.488876
2.893,-34.58733
2.894,-34.55319
2.895,-34.648113
2.896,-34.70521
2.8970000000000002,-34.72951
2.898,-34.801094
2.899,-34.79543
2.9,-34.882298
2.901,-34.935066
2.902,-34.964924
2.903,-35.019543
2.904,-35.030876
2.9050000000000002,-35.06743
2.906,-35.163906
2.907,-35.225883
2.908,-35.20711
2.909,-35.28464
2.91,-35.379654
2.911,-35.383926
2.912,-35.48286
2.9130000000000003,-35.449905
2.914,-35.608273
2.915,-35.59271
2.916,-35.754253
2.917,-35.778896
2.918,-35.765152
2.919,-35.825863
2.92,-35.896088
2.9210000000000003,-35.953228
2.922,-36.019337
2.923,-36.109406
2.924,-36.113205
2.925,-36.179485
2.926,-36.313282
2.927,-36.332985
2.928,-36.42038
2.9290000000000003,-36.469326
2.93,-36.484135
2.931,-36.567005
2.932,-36.63071
2.933,-36.660366
2.934,-36.69
2.935,-36.726223
2.936,-36.83845
2.9370000000000003,-36.8857
2.938,-36.868885
2.939,-36.997807
2.94,-37.01772
2.941,-37.02317
2.942,-37.1953
2.943,-37.13676
2.944,-37.333866
2.9450000000000003,-37.35092
2.946,-37.408478
2.947,-37.50433
2.948,-37.477856
2.949,-37.574375
2.95,-37.66199
2.951,-37.725464
2.952,-37.750996
2.9530000000000003,-37.790497
2.954,-37.802647
2.955,-37.939312
2.956,-37.899246
2.957,-37.918575
2.958,-38.0542
2.959,-38.08833
2.96,-38.10759
2.9610000000000003,-38.14693
2.962,-38.283546
2.963,-38.21845
2.964,-38.384624
2.965,-38.309692
2.966,-38.50697
2.967,-38.39651
2.968,-38.543186
2.9690000000000003,-38.569607
2.97,-38.696224
2.971,-38.578766
2.972,-38.64473
2.973,-38.83948
2.974,-38.84078
2.975,-38.89654
2.976,-38.914936
2.9770000000000003,-38.970966
2.978,-39.047325
2.979,-39.089046
2.98,-39.06389
2.981,-39.21814
2.982,-39.19362
2.983,-39.29047
2.984,-39.33748
2.9850000000000003,-39.300655
2.986,-39.290676
2.987,-39.46002
2.988,-39.45516
2.989,-39.565357
2.99,-39.499325
2.991,-39.512405
2.992,-39.574726
2.9930000000000003,-39.586422
2.994,-39.659794
2.995,-39.725006
2.996,-39.7505
2.997,-39.770836
2.998,-39.70486
2.999,-39.83198
3.0,-39.69914
3.001,-39.90891
3.002,-39.834644
3.003,-39.98666
3.004,-40.062775
3.005,-39.905815
3.0060000000000002,-39.954823
3.007,-40.182117
3.008,-40.250797
3.009,-40.114338
3.01,-40.296284
3.011,-40.16977
3.012,-40.19461
3.013,-40.38503
3.0140000000000002,-40.31197
3.015,-40.24127
3.016,-40.337997
3.017,-40.355602
3.018,-40.458206
3.019,-40.520535
3.02,-40.502728
3.021,-40.416508
3.0220000000000002,-40.565434
3.023,-40.57895
3.024,-40.405254
3.025,-40.655514
3.026,-40.528675
3.027,-40.642452
3.028,-40.82387
3.029,-40.695206
3.0300000000000002,-40.68103
3.031,-40.689487
3.032,-40.671574
3.033,-40.69435
3.034,-40.71692
3.035,-40.667164
3.036,-40.696712
3.037,-40.647537
3.0380000000000003,-40.76869
3.039,-40.771168
3.04,-40.652737
3.041,-40.80086
3.042,-40.67543
3.043,-40.711346
3.044,-40.659443
3.045,-40.773495
3.0460000000000003,-40.76556
3.047,-40.77617
3.048,-40.786602
3.049,-40.750717
3.05,-40.798054
3.051,-40.699875
3.052,-40.693157
3.053,-40.763584
3.0540000000000003,-40.632603
3.055,-40.74342
3.056,-40.750687
3.057,-40.670635
3.058,-40.710957
3.059,-40.81465
3.06,-40.719456
3.061,-40.664566
3.0620000000000003,-40.603573
3.063,-40.644802
3.064,-40.582745
3.065,-40.66008
3.066,-40.567245
3.067,-40.641037
3.068,-40.744907
3.069,-40.603367
3.0700000000000003,-40.60996
3.071,-40.63499
3.072,-40.562393
3.073,-40.463444
3.074,-40.436253
3.075,-40.516903
3.076,-40.560516
3.077,-40.35901
3.0780000000000003,-40.37817
3.079,-40.493958
3.08,-40.49911
3.081,-40.491993
3.082,-40.350994
3.083,-40.30148
3.084,-40.314713
3.085,-40.308105
3.0860000000000003,-40.212036
3.087,-40.216717
3.088,-40.302425
3.089,-40.14467
3.09,-40.189987
3.091,-40.227566
3.092,-40.11986
3.093,-39.989624
3.0940000000000003,-40.098022
3.095,-39.98464
3.096,-40.02451
3.097,-39.96848
3.098,-40.04206
3.099,-40.002598
3.1,-39.841785
3.101,-39.894024
3.1020000000000003,-39.818096
3.103,-39.799473
3.104,-39.840393
3.105,-39.81033
3.106,-39.77574
3.107,-39.7915
3.108,-39.862263
3.109,-39.77939
3.1100000000000003,-39.732822
3.111,-39.685635
3.112,-39.772533
3.113,-39.650463
3.114,-39.65742
3.115,-39.71785
3.116,-39.717865
3.117,-39.48372
3.1180000000000003,-39.616837
3.119,-39.59388
3.12,-39.62117
3.121,-39.650043
3.122,-39.652313
3.123,-39.62106
3.124,-39.595596
3.125,-39.548733
3.1260000000000003,-39.593063
3.1270000000000002,-39.520004
3.128,-39.626102
3.129,-39.546825
3.13,-39.549664
3.1310000000000002,-39.62863
3.132,-39.566265
3.133,-39.499325
3.1340000000000003,-39.61691
3.1350000000000002,-39.67432
3.136,-39.53718
3.137,-39.597126
3.138,-39.63448
3.1390000000000002,-39.593693
3.14,-39.61218
3.141,-39.66981
3.1420000000000003,-39.670902
3.1430000000000002,-39.587025
3.144,-39.710056
3.145,-39.75947
3.146,-39.69011
3.1470000000000002,-39.884613
3.148,-39.796616
3.149,-39.69399
3.1500000000000004,-39.781994
3.1510000000000002,-39.701824
3.152,-39.77502
3.153,-39.89432
3.154,-39.87175
3.1550000000000002,-39.98537
3.156,-39.989075
3.157,-40.01176
3.1580000000000004,-40.086075
3.1590000000000003,-40.209763
3.16,-40.23319
3.161,-40.155254
3.162,-40.24684
3.1630000000000003,-40.26089
3.164,-40.366703
3.165,-40.35667
3.1660000000000004,-40.3496
3.1670000000000003,-40.421013
3.168,-40.509426
3.169,-40.41894
3.17,-40.48575
3.1710000000000003,-40.705517
3.172,-40.500195
3.173,-40.633224
3.174,-40.84181
3.175,-40.82594
3.176,-40.78515
3.177,-40.8633
3.178,-40.876255
3.1790000000000003,-41.077538
3.18,-41.095516
3.181,-40.99515
3.182,-41.218967
3.183,-41.216602
3.184,-41.353786
3.185,-41.360874
3.186,-41.369324
3.1870000000000003,-41.423397
3.188,-41.432217
3.189,-41.608402
3.19,-41.770977
3.191,-41.54259
3.192,-41.690044
3.193,-41.690765
3.194,-41.838104
3.1950000000000003,-41.761272
3.196,-41.898724
3.197,-41.910168
3.198,-41.946056
3.199,-42.03838
3.2,-41.98541
