freGHz,amplitude
2.4,-49.42256
2.401,-50.00413
2.4019999999999997,-49.71431
2.403,-49.554058
2.404,-49.60551
2.405,-49.477722
2.4059999999999997,-49.61259
2.407,-49.21101
2.408,-49.570545
2.409,-49.436115
2.4099999999999997,-49.667007
2.411,-48.951797
2.412,-49.456333
2.413,-49.163223
2.4139999999999997,-48.8857
2.415,-49.07982
2.416,-49.10327
2.417,-49.24699
2.4179999999999997,-49.062603
2.419,-49.117603
2.42,-49.10782
2.421,-48.83713
2.4219999999999997,-48.860325
2.423,-48.808575
2.424,-48.672237
2.425,-48.716778
2.4259999999999997,-48.616108
2.427,-48.447086
2.428,-48.33144
2.429,-48.674057
2.4299999999999997,-48.549763
2.431,-48.440998
2.432,-48.316986
2.433,-48.733746
2.4339999999999997,-48.41329
2.435,-48.571857
2.436,-48.32004
2.437,-48.25352
2.4379999999999997,-48.125225
2.439,-48.099777
2.44,-47.75883
2.441,-47.986725
2.4419999999999997,-48.060913
2.443,-47.83968
2.444,-47.702137
2.445,-47.83464
2.4459999999999997,-47.67119
2.447,-47.767895
2.448,-47.55769
2.449,-47.635803
2.4499999999999997,-47.51302
2.451,-47.735138
2.452,-47.45918
2.453,-47.538044
2.4539999999999997,-47.44948
2.455,-47.436512
2.456,-47.330322
2.457,-47.590862
2.4579999999999997,-47.3743
2.459,-47.27933
2.46,-47.18745
2.461,-47.185505
2.4619999999999997,-47.329998
2.463,-47.10599
2.464,-46.972576
2.465,-47.008945
2.4659999999999997,-47.1794
2.467,-46.916355
2.468,-47.0195
2.469,-46.84877
2.4699999999999998,-46.979908
2.471,-46.97005
2.472,-46.831516
2.473,-46.866367
2.4739999999999998,-46.60182
2.475,-46.803547
2.476,-46.61298
2.477,-46.458775
2.4779999999999998,-46.3918
2.479,-46.40626
2.48,-46.512188
2.481,-46.30228
2.4819999999999998,-46.36796
2.483,-46.287445
2.484,-46.362698
2.485,-46.16968
2.4859999999999998,-45.925472
2.487,-45.993755
2.488,-45.92659
2.489,-45.96976
2.4899999999999998,-46.103313
2.491,-46.13019
2.492,-45.995117
2.493,-46.08908
2.4939999999999998,-45.995808
2.495,-45.762142
2.496,-45.955845
2.497,-45.768814
2.4979999999999998,-46.055157
2.499,-45.807663
2.5,-45.630802
2.501,-45.632908
2.502,-45.77234
2.503,-45.78767
2.504,-45.345673
2.505,-45.417553
2.506,-45.58661
2.507,-45.334507
2.508,-45.68036
2.509,-45.371967
2.51,-45.47195
2.511,-45.44171
2.512,-45.288036
2.513,-45.49995
2.514,-45.480984
2.515,-45.40184
2.516,-45.329895
2.517,-45.407703
2.518,-45.385086
2.519,-45.377014
2.52,-45.368343
2.521,-45.20637
2.522,-45.128048
2.523,-45.061886
2.524,-45.190838
2.525,-45.091187
2.526,-45.04634
2.527,-45.111145
2.528,-45.270905
2.529,-44.99736
2.53,-44.944515
2.531,-45.06952
2.532,-45.033554
2.533,-45.149292
2.534,-44.948643
2.535,-45.168964
2.536,-44.92247
2.537,-44.918507
2.538,-44.85332
2.539,-44.981884
2.54,-44.953762
2.541,-44.82519
2.542,-44.97986
2.543,-44.827168
2.544,-44.88095
2.545,-44.89908
2.546,-44.80577
2.547,-45.00057
2.548,-44.809845
2.549,-44.81001
2.55,-44.718735
2.551,-44.693523
2.552,-44.688858
2.553,-44.834843
2.554,-44.80011
2.5549999999999997,-44.86577
2.556,-44.815166
2.557,-44.76884
2.558,-44.75931
2.559,-44.697018
2.56,-44.62683
2.561,-44.78766
2.562,-44.55953
2.5629999999999997,-44.781452
2.564,-44.87793
2.565,-44.641754
2.566,-44.580235
2.567,-44.526005
2.568,-44.674423
2.569,-44.62205
2.57,-44.60199
2.5709999999999997,-44.63025
2.572,-44.67332
2.573,-44.615192
2.574,-44.52188
2.575,-44.59557
2.576,-44.565125
2.577,-44.41409
2.578,-44.644176
2.5789999999999997,-44.73128
2.58,-44.46693
2.581,-44.58954
2.582,-44.608532
2.583,-44.52094
2.584,-44.76399
2.585,-44.485218
2.586,-44.340374
2.5869999999999997,-44.38077
2.588,-44.468204
2.589,-44.617474
2.59,-44.404697
2.591,-44.463764
2.592,-44.483814
2.593,-44.437763
2.594,-44.334686
2.5949999999999998,-44.384098
2.596,-44.39961
2.597,-44.447617
2.598,-44.407578
2.5989999999999998,-44.255573
2.6,-44.162647
2.601,-44.50095
2.602,-44.368103
2.6029999999999998,-44.38061
2.604,-44.34662
2.605,-44.287777
2.606,-44.386402
2.6069999999999998,-44.29076
2.608,-44.329365
2.609,-44.527283
2.61,-44.196606
2.6109999999999998,-44.17941
2.612,-44.21532
2.613,-44.319912
2.614,-44.304905
2.6149999999999998,-44.28282
2.616,-44.095943
2.617,-44.191296
2.618,-44.069508
2.6189999999999998,-44.189358
2.62,-44.11002
2.621,-44.318844
2.622,-44.05987
2.6229999999999998,-44.18799
2.624,-44.13855
2.625,-44.011646
2.626,-44.049423
2.627,-43.996716
2.628,-44.04021
2.629,-43.95612
2.63,-43.927704
2.631,-43.906208
2.632,-43.839905
2.633,-43.893482
2.634,-43.79944
2.635,-43.76999
2.636,-43.802326
2.637,-43.981052
2.638,-43.952713
2.639,-43.76103
2.64,-43.80189
2.641,-43.763657
2.642,-43.728138
2.643,-43.770477
2.644,-43.61539
2.645,-43.480045
2.646,-43.564716
2.647,-43.58031
2.648,-43.47975
2.649,-43.57857
2.65,-43.51817
2.651,-43.52336
2.652,-43.585308
2.653,-43.475414
2.654,-43.477962
2.655,-43.41829
2.656,-43.190662
2.657,-43.32433
2.658,-43.24097
2.659,-43.34596
2.66,-43.233578
2.661,-43.375122
2.662,-43.346966
2.663,-42.994232
2.664,-43.285137
2.665,-43.1398
2.666,-43.063107
2.667,-42.99803
2.668,-42.952667
2.669,-42.94565
2.67,-42.93543
2.671,-42.848232
2.672,-42.87497
2.673,-42.87657
2.674,-42.88789
2.675,-42.6273
2.676,-42.812656
2.677,-42.665867
2.678,-42.622257
2.679,-42.55609
2.68,-42.41745
2.681,-42.500645
2.682,-42.503834
2.683,-42.389565
2.684,-42.48276
2.685,-42.501232
2.686,-42.314877
2.687,-42.175518
2.688,-42.294003
2.689,-42.244736
2.69,-42.358967
2.691,-42.157322
2.692,-42.09442
2.693,-42.002052
2.694,-41.992016
2.695,-42.008575
2.696,-41.935135
2.697,-41.896378
2.698,-41.89127
2.699,-41.816555
2.7,-41.676483
2.701,-41.607513
2.702,-41.535244
2.703,-41.49301
2.7039999999999997,-41.49963
2.705,-41.480335
2.706,-41.420807
2.707,-41.343876
2.708,-41.31545
2.709,-41.150814
2.71,-41.241867
2.711,-41.092564
2.7119999999999997,-40.975536
2.713,-41.046017
2.714,-40.983006
2.715,-40.869007
2.716,-40.897877
2.717,-40.816193
2.718,-40.76447
2.719,-40.710876
2.7199999999999998,-40.552692
2.721,-40.46516
2.722,-40.4949
2.723,-40.3506
2.724,-40.4246
2.725,-40.25151
2.726,-40.194103
2.727,-40.097977
2.7279999999999998,-40.070797
2.729,-40.01556
2.73,-39.825535
2.731,-39.822742
2.732,-39.77516
2.733,-39.67216
2.734,-39.62737
2.735,-39.51502
2.7359999999999998,-39.477352
2.737,-39.478664
2.738,-39.4372
2.739,-39.38117
2.74,-39.183582
2.741,-39.13268
2.742,-39.141323
2.743,-38.985294
2.7439999999999998,-38.892796
2.745,-38.83095
2.746,-38.792362
2.747,-38.770855
2.748,-38.72916
2.749,-38.54898
2.75,-38.514553
2.751,-38.41473
2.752,-38.33437
2.753,-38.325165
2.754,-38.215256
2.755,-38.154373
2.7560000000000002,-38.04237
2.757,-37.979168
2.758,-37.92706
2.759,-37.840237
2.76,-37.716846
2.761,-37.648693
2.762,-37.579975
2.763,-37.531376
2.7640000000000002,-37.41264
2.765,-37.29858
2.766,-37.33799
2.767,-37.169163
2.768,-37.13036
2.769,-37.007656
2.77,-37.046986
2.771,-36.88718
2.7720000000000002,-36.79234
2.773,-36.738823
2.774,-36.59767
2.775,-36.630085
2.776,-36.460766
2.777,-36.39257
2.778,-36.305283
2.779,-36.296597
2.7800000000000002,-36.13
2.781,-36.102303
2.782,-36.01579
2.783,-36.012905
2.784,-35.90642
2.785,-35.858093
2.786,-35.780624
2.787,-35.724285
2.788,-35.65032
2.789,-35.57008
2.79,-35.52727
2.791,-35.43366
2.792,-35.38248
2.793,-35.311428
2.794,-35.267357
2.795,-35.154934
2.796,-35.133442
2.797,-35.07897
2.798,-35.032204
2.799,-34.94635
2.8,-34.83841
2.801,-34.815918
2.802,-34.80629
2.803,-34.73079
2.804,-34.60869
2.805,-34.533478
2.806,-34.507458
2.807,-34.451927
2.808,-34.399128
2.809,-34.30214
2.81,-34.272976
2.811,-34.23707
2.812,-34.217518
2.813,-34.15278
2.814,-34.086254
2.815,-34.055664
2.816,-34.015327
2.817,-33.969315
2.818,-33.863712
2.819,-33.863316
2.82,-33.79626
2.821,-33.785965
2.822,-33.705395
2.823,-33.735897
2.824,-33.64062
2.825,-33.61249
2.826,-33.60705
2.827,-33.52138
2.828,-33.49092
2.829,-33.49764
2.83,-33.460773
2.831,-33.407402
2.832,-33.42323
2.833,-33.405228
2.834,-33.414394
2.835,-33.33893
2.836,-33.323
2.837,-33.30424
2.838,-33.289425
2.839,-33.2904
2.84,-33.2325
2.841,-33.31564
2.842,-33.225483
2.843,-33.258343
2.844,-33.22217
2.845,-33.166737
2.846,-33.21834
2.847,-33.213642
2.848,-33.19149
2.849,-33.208515
2.85,-33.144577
2.851,-33.197285
2.852,-33.241955
2.853,-33.22929
2.854,-33.20909
