freGHz,amplitude
2.4,-49.63798
2.401,-49.831085
2.4019999999999997,-49.761326
2.403,-49.619663
2.404,-49.486286
2.405,-49.755733
2.4059999999999997,-49.513596
2.407,-49.439316
2.408,-49.48315
2.409,-49.638443
2.4099999999999997,-49.64943
2.411,-49.2009
2.412,-49.421253
2.413,-49.07172
2.4139999999999997,-49.167683
2.415,-49.034176
2.416,-49.32243
2.417,-48.69652
2.4179999999999997,-48.898754
2.419,-49.063305
2.42,-48.76765
2.421,-48.972416
2.4219999999999997,-48.65785
2.423,-48.98097
2.424,-48.604458
2.425,-48.444942
2.4259999999999997,-48.6495
2.427,-48.70155
2.428,-48.797115
2.429,-48.64925
2.4299999999999997,-48.590107
2.431,-48.338123
2.432,-48.44173
2.433,-48.49889
2.4339999999999997,-48.32568
2.435,-48.1917
2.436,-48.24867
2.437,-48.27998
2.4379999999999997,-48.13277
2.439,-48.19215
2.44,-47.81117
2.441,-47.895084
2.4419999999999997,-47.9307
2.443,-48.025635
2.444,-47.90125
2.445,-47.722153
2.4459999999999997,-47.835545
2.447,-47.88715
2.448,-47.932484
2.449,-47.80252
2.4499999999999997,-47.80432
2.451,-47.67013
2.452,-47.668865
2.453,-47.859406
2.4539999999999997,-47.541676
2.455,-47.53211
2.456,-47.664684
2.457,-47.28912
2.4579999999999997,-47.149673
2.459,-47.34756
2.46,-47.238724
2.461,-47.143642
2.4619999999999997,-47.118298
2.463,-47.195637
2.464,-47.136642
2.465,-46.911854
2.4659999999999997,-47.0507
2.467,-46.897312
2.468,-47.02004
2.469,-47.203274
2.4699999999999998,-46.89298
2.471,-46.626934
2.472,-46.788834
2.473,-46.739227
2.4739999999999998,-46.63171
2.475,-46.53499
2.476,-46.58795
2.477,-46.704227
2.4779999999999998,-46.584255
2.479,-46.55606
2.48,-46.554768
2.481,-46.45238
2.4819999999999998,-46.3566
2.483,-46.44516
2.484,-46.517548
2.485,-46.238766
2.4859999999999998,-46.205032
2.487,-46.268036
2.488,-46.11606
2.489,-46.001347
2.4899999999999998,-46.19948
2.491,-46.250256
2.492,-46.03384
2.493,-45.981174
2.4939999999999998,-46.085155
2.495,-46.0213
2.496,-45.820034
2.497,-45.73715
2.4979999999999998,-45.927357
2.499,-45.78993
2.5,-45.735394
2.501,-45.729748
2.502,-45.7119
2.503,-45.72983
2.504,-45.626667
2.505,-45.497128
2.506,-45.72984
2.507,-45.652878
2.508,-45.541637
2.509,-45.54952
2.51,-45.533634
2.511,-45.51222
2.512,-45.60075
2.513,-45.443768
2.514,-45.471325
2.515,-45.372105
2.516,-45.526134
2.517,-45.25775
2.518,-45.369137
2.519,-45.156178
2.52,-45.349762
2.521,-45.199627
2.522,-45.195927
2.523,-45.156616
2.524,-45.26672
2.525,-45.29948
2.526,-45.293743
2.527,-45.20756
2.528,-45.198788
2.529,-45.18162
2.53,-45.024933
2.531,-45.18338
2.532,-44.958344
2.533,-45.170776
2.534,-45.02777
2.535,-44.981384
2.536,-45.068996
2.537,-45.037884
2.538,-45.00981
2.539,-45.24788
2.54,-45.2211
2.541,-45.18922
2.542,-45.175686
2.543,-44.98769
2.544,-45.123142
2.545,-45.0154
2.546,-45.213238
2.547,-44.983585
2.548,-45.025578
2.549,-44.966328
2.55,-45.088287
2.551,-44.868717
2.552,-45.15335
2.553,-44.879063
2.554,-45.061283
2.5549999999999997,-44.988667
2.556,-45.021694
2.557,-44.88246
2.558,-45.069748
2.559,-44.89088
2.56,-45.066196
2.561,-45.048748
2.562,-44.91827
2.5629999999999997,-44.871372
2.564,-44.834213
2.565,-44.81393
2.566,-44.92098
2.567,-45.039265
2.568,-44.708614
2.569,-44.8074
2.57,-44.786816
2.5709999999999997,-44.861004
2.572,-44.735138
2.573,-44.839085
2.574,-44.884888
2.575,-44.668957
2.576,-44.792416
2.577,-44.75464
2.578,-44.737194
2.5789999999999997,-44.895885
2.58,-44.720356
2.581,-44.74325
2.582,-44.718063
2.583,-44.626175
2.584,-44.682682
2.585,-44.5398
2.586,-44.701206
2.5869999999999997,-44.67854
2.588,-44.662586
2.589,-44.462658
2.59,-44.63299
2.591,-44.62091
2.592,-44.457745
2.593,-44.592457
2.594,-44.48393
2.5949999999999998,-44.454437
2.596,-44.655117
2.597,-44.514084
2.598,-44.43776
2.5989999999999998,-44.432114
2.6,-44.450474
2.601,-44.426647
2.602,-44.42937
2.6029999999999998,-44.490948
2.604,-44.521587
2.605,-44.33527
2.606,-44.39212
2.6069999999999998,-44.386646
2.608,-44.240253
2.609,-44.416866
2.61,-44.51004
2.6109999999999998,-44.304047
2.612,-44.185757
2.613,-44.039104
2.614,-44.263966
2.6149999999999998,-44.300034
2.616,-44.30751
2.617,-44.18751
2.618,-44.310215
2.6189999999999998,-44.150562
2.62,-44.236633
2.621,-44.221684
2.622,-44.173695
2.6229999999999998,-44.14276
2.624,-44.11711
2.625,-43.939045
2.626,-44.088863
2.627,-43.874023
2.628,-44.049297
2.629,-43.885143
2.63,-43.9545
2.631,-44.037247
2.632,-43.93942
2.633,-43.962067
2.634,-43.744076
2.635,-43.963673
2.636,-44.001587
2.637,-43.68166
2.638,-43.859325
2.639,-43.74706
2.64,-43.71611
2.641,-43.817608
2.642,-43.759033
2.643,-43.753834
2.644,-43.70857
2.645,-43.477036
2.646,-43.56837
2.647,-43.478268
2.648,-43.465046
2.649,-43.530506
2.65,-43.524494
2.651,-43.36394
2.652,-43.495686
2.653,-43.45021
2.654,-43.32411
2.655,-43.336437
2.656,-43.42815
2.657,-43.176502
2.658,-43.34923
2.659,-43.212307
2.66,-43.230682
2.661,-43.272263
2.662,-43.1583
2.663,-43.08252
2.664,-43.047974
2.665,-43.039
2.666,-43.06366
2.667,-42.87147
2.668,-42.851276
2.669,-43.085194
2.67,-43.013443
2.671,-43.06178
2.672,-42.8959
2.673,-42.941677
2.674,-42.703724
2.675,-42.852615
2.676,-42.76674
2.677,-42.853413
2.678,-42.713375
2.679,-42.533924
2.68,-42.711437
2.681,-42.589287
2.682,-42.486603
2.683,-42.584927
2.684,-42.524506
2.685,-42.43868
2.686,-42.36763
2.687,-42.372402
2.688,-42.34968
2.689,-42.243557
2.69,-42.28871
2.691,-42.28639
2.692,-42.2111
2.693,-42.018345
2.694,-42.180843
2.695,-41.946056
2.696,-41.974255
2.697,-42.002487
2.698,-41.924194
2.699,-41.761417
2.7,-41.82021
2.701,-41.735508
2.702,-41.771946
2.703,-41.566998
2.7039999999999997,-41.629444
2.705,-41.493816
2.706,-41.55794
2.707,-41.551723
2.708,-41.466656
2.709,-41.33106
2.71,-41.21385
2.711,-41.227062
2.7119999999999997,-41.113644
2.713,-41.030014
2.714,-40.95874
2.715,-41.103603
2.716,-40.92602
2.717,-40.906906
2.718,-40.84062
2.719,-40.724415
2.7199999999999998,-40.727127
2.721,-40.623264
2.722,-40.59604
2.723,-40.426632
2.724,-40.323574
2.725,-40.287365
2.726,-40.325474
2.727,-40.266285
2.7279999999999998,-40.081894
2.729,-40.036346
2.73,-40.106426
2.731,-39.923702
2.732,-39.912853
2.733,-39.824383
2.734,-39.732265
2.735,-39.678455
2.7359999999999998,-39.65908
2.737,-39.573917
2.738,-39.434265
2.739,-39.37978
2.74,-39.293453
2.741,-39.26118
2.742,-39.182327
2.743,-39.093357
2.7439999999999998,-38.978844
2.745,-38.877117
2.746,-38.852245
2.747,-38.879765
2.748,-38.677673
2.749,-38.631695
2.75,-38.648876
2.751,-38.56635
2.752,-38.426006
2.753,-38.44588
2.754,-38.353016
2.755,-38.135403
2.7560000000000002,-38.131897
2.757,-38.095356
2.758,-38.02898
2.759,-37.944717
2.76,-37.853786
2.761,-37.728725
2.762,-37.643192
2.763,-37.558743
2.7640000000000002,-37.542645
2.765,-37.41595
2.766,-37.38222
2.767,-37.299255
2.768,-37.228336
2.769,-37.2082
2.77,-36.998302
2.771,-36.937305
2.7720000000000002,-36.913425
2.773,-36.81064
2.774,-36.680416
2.775,-36.652218
2.776,-36.610294
2.777,-36.430313
2.778,-36.4607
2.779,-36.325607
2.7800000000000002,-36.239468
2.781,-36.128693
2.782,-36.116516
2.783,-36.064594
2.784,-35.946873
2.785,-35.844944
2.786,-35.86176
2.787,-35.693726
