freGHz,amplitude
2.4,-49.703796
2.401,-49.96282
2.4019999999999997,-49.669865
2.403,-49.773434
2.404,-49.57864
2.405,-49.31557
2.4059999999999997,-49.467434
2.407,-49.251236
2.408,-49.362545
2.409,-49.293797
2.4099999999999997,-49.377945
2.411,-49.37176
2.412,-49.01405
2.413,-49.419567
2.4139999999999997,-48.896725
2.415,-48.855007
2.416,-48.992268
2.417,-49.04233
2.4179999999999997,-48.801178
2.419,-49.24646
2.42,-49.10707
2.421,-48.686443
2.4219999999999997,-48.952198
2.423,-48.727203
2.424,-48.64001
2.425,-48.758976
2.4259999999999997,-48.765686
2.427,-48.598255
2.428,-48.459927
2.429,-48.442127
2.4299999999999997,-48.26642
2.431,-48.144917
2.432,-48.44501
2.433,-48.453583
2.4339999999999997,-48.17101
2.435,-48.03731
2.436,-48.19635
2.437,-48.082108
2.4379999999999997,-48.150127
2.439,-48.04062
2.44,-48.004894
2.441,-48.018997
2.4419999999999997,-47.904408
2.443,-48.064854
2.444,-47.939434
2.445,-47.86678
2.4459999999999997,-47.694477
2.447,-47.808163
2.448,-47.714283
2.449,-47.58312
2.4499999999999997,-47.5806
2.451,-47.7063
2.452,-47.18256
2.453,-47.4081
2.4539999999999997,-47.532074
2.455,-47.352814
2.456,-47.221676
2.457,-47.272755
2.4579999999999997,-47.50903
2.459,-47.168224
2.46,-47.110332
2.461,-47.08551
2.4619999999999997,-47.000874
2.463,-46.8564
2.464,-47.140594
2.465,-46.846447
2.4659999999999997,-46.906315
2.467,-46.792618
2.468,-47.010983
2.469,-46.72981
2.4699999999999998,-46.695766
2.471,-46.840717
2.472,-46.74316
2.473,-46.68755
2.4739999999999998,-46.54317
2.475,-46.682865
2.476,-46.606106
2.477,-46.467896
2.4779999999999998,-46.550823
2.479,-46.7067
2.48,-46.41278
2.481,-46.411224
2.4819999999999998,-46.271305
2.483,-46.467358
2.484,-46.215137
2.485,-46.239437
2.4859999999999998,-46.2456
2.487,-46.259846
2.488,-46.005016
2.489,-46.119625
2.4899999999999998,-46.161785
2.491,-46.028866
2.492,-46.19221
2.493,-45.918194
2.4939999999999998,-46.007477
2.495,-45.90099
2.496,-45.7876
2.497,-45.79321
2.4979999999999998,-45.831787
2.499,-45.63097
2.5,-45.67862
2.501,-45.664165
2.502,-45.76372
2.503,-45.66795
2.504,-45.540085
2.505,-45.755306
2.506,-45.29006
2.507,-45.566227
2.508,-45.63748
2.509,-45.47067
2.51,-45.547348
2.511,-45.548367
2.512,-45.42421
2.513,-45.329754
2.514,-45.440445
2.515,-45.372314
2.516,-45.28345
2.517,-45.332733
2.518,-45.221527
2.519,-45.0954
2.52,-45.191803
2.521,-45.13457
2.522,-45.222996
2.523,-45.214188
2.524,-45.216278
2.525,-45.16176
