freGHz,amplitude
2.4,-49.637268
2.401,-49.59454
2.4019999999999997,-49.5584
2.403,-49.656933
2.404,-49.288055
2.405,-49.4157
2.4059999999999997,-49.65946
2.407,-49.347523
2.408,-49.67848
2.409,-49.52956
2.4099999999999997,-49.238678
2.411,-49.50337
2.412,-49.117527
2.413,-49.10026
2.4139999999999997,-49.027298
2.415,-49.204197
2.416,-49.35339
2.417,-48.989048
2.4179999999999997,-49.014755
2.419,-48.865993
2.42,-48.867676
2.421,-48.935635
2.4219999999999997,-48.960735
2.423,-48.6743
2.424,-48.58551
2.425,-48.670925
2.4259999999999997,-48.662395
2.427,-48.71432
2.428,-48.55989
2.429,-48.622223
2.4299999999999997,-48.392673
2.431,-48.558533
2.432,-48.23697
2.433,-48.327637
2.4339999999999997,-48.18256
2.435,-48.305706
2.436,-48.27908
2.437,-48.255466
2.4379999999999997,-48.01739
2.439,-48.063324
2.44,-48.193222
2.441,-48.039352
2.4419999999999997,-47.78169
2.443,-47.90321
2.444,-47.704422
2.445,-47.954723
2.4459999999999997,-47.829025
2.447,-47.72134
2.448,-47.686947
2.449,-47.872925
2.4499999999999997,-47.589947
2.451,-47.688843
2.452,-47.594494
2.453,-47.75482
2.4539999999999997,-47.460033
2.455,-47.295902
2.456,-47.291916
2.457,-47.44002
2.4579999999999997,-47.356205
2.459,-47.397507
2.46,-46.972706
2.461,-47.22378
2.4619999999999997,-47.105602
2.463,-46.79951
2.464,-47.176746
2.465,-46.979824
2.4659999999999997,-47.149532
2.467,-47.024075
2.468,-46.93597
2.469,-46.927155
2.4699999999999998,-46.749115
2.471,-47.00098
2.472,-46.64546
2.473,-46.857452
2.4739999999999998,-46.675846
2.475,-46.621174
2.476,-46.538616
2.477,-46.541718
2.4779999999999998,-46.37743
2.479,-46.410442
2.48,-46.31886
2.481,-46.540115
2.4819999999999998,-46.255493
2.483,-46.266266
2.484,-46.157547
2.485,-46.137196
2.4859999999999998,-46.275944
2.487,-46.228046
2.488,-46.230915
2.489,-46.157078
2.4899999999999998,-45.856518
2.491,-46.013565
2.492,-46.184185
2.493,-45.96762
2.4939999999999998,-45.87381
2.495,-45.801098
2.496,-45.893097
2.497,-45.865406
2.4979999999999998,-45.912273
2.499,-45.79523
2.5,-45.798923
2.501,-45.778442
2.502,-45.587383
2.503,-45.66823
2.504,-45.57585
2.505,-45.440266
2.506,-45.40793
2.507,-45.38975
2.508,-45.57002
2.509,-45.61153
2.51,-45.591175
2.511,-45.403698
2.512,-45.55743
2.513,-45.37299
2.514,-45.366
2.515,-45.410107
2.516,-45.34198
2.517,-45.282078
2.518,-45.26106
2.519,-45.266415
